force,friction,agent_type,success,completion_time,max_position,avg_velocity,total_energy,avg_energy,control_effort,final_position,final_velocity,efficiency
0.01,0.01,naive,false,100,-0.35094377413834504,0.0003073100076915274,-11.880563259547515,-0.11880563259547515,100.0,-0.46926899923084736,0.001459858355206724,0.0
0.01,0.01,naive,false,100,-0.35094377413834504,0.0003073100076915274,-11.880563259547515,-0.11880563259547515,100.0,-0.46926899923084736,0.001459858355206724,0.0
0.01,0.01,active_inference,false,100,0.11841492629311445,0.004081225152902978,-7.33632376050405,-0.0733632376050405,141.4412435020571,-0.08779625955679918,0.07732913294051452,0.0
0.01,0.01,active_inference,false,100,0.11841492629311445,0.004081225152902978,-7.33632376050405,-0.0733632376050405,141.4412435020571,-0.08779625955679918,0.07732913294051452,0.0
0.01,0.27,naive,false,100,-0.4086055032151819,0.0007615941535915167,-11.984273777714757,-0.11984273777714756,100.0,-0.4238405846408482,-4.808397673083942e-9,0.0
0.01,0.27,naive,false,100,-0.4086055032151819,0.0007615941535915167,-11.984273777714757,-0.11984273777714756,100.0,-0.4238405846408482,-4.808397673083942e-9,0.0
0.01,0.27,active_inference,false,100,-0.3660293928580881,0.0008911036352104064,-11.83718991646774,-0.1183718991646774,147.2219489435999,-0.4099985328437488,1.277595302667453e-6,0.0
0.01,0.27,active_inference,false,100,-0.3660293928580881,0.0008911036352104064,-11.83718991646774,-0.1183718991646774,147.2219489435999,-0.4099985328437488,1.277595302667453e-6,0.0
0.27,0.01,naive,false,100,4.243455606205282,0.032360037894504166,197.7204875577353,1.977204875577353,100.0,2.7360037894504172,-0.6403389204904997,0.0
0.27,0.01,naive,false,100,4.243455606205282,0.032360037894504166,197.7204875577353,1.977204875577353,100.0,2.7360037894504172,-0.6403389204904997,0.0
0.27,0.01,active_inference,true,45,0.5039517561508498,0.021825038177192387,-0.12106836927786016,-0.0026904082061746703,9.301738068628103,0.5039517561508498,0.020552596255790676,-0.18355101629576515
0.27,0.01,active_inference,true,45,0.5039517561508498,0.021825038177192387,-0.12106836927786016,-0.0026904082061746703,9.301738068628103,0.5039517561508498,0.020552596255790676,-0.18355101629576515
0.27,0.27,naive,false,100,3.327067307233905,0.033150939255877546,164.03350591709486,1.6403350591709485,100.0,2.815093925587753,2.5621031568556774e-7,0.0
0.27,0.27,naive,false,100,3.327067307233905,0.033150939255877546,164.03350591709486,1.6403350591709485,100.0,2.815093925587753,2.5621031568556774e-7,0.0
0.27,0.27,active_inference,true,52,0.5011755598600158,0.01889010490301916,-1.0797055658979364,-0.020763568574960315,9.236014916451325,0.5011755598600158,0.016214362046359912,-0.017811123549016785
0.27,0.27,active_inference,true,52,0.5011755598600158,0.01889010490301916,-1.0797055658979364,-0.020763568574960315,9.236014916451325,0.5011755598600158,0.016214362046359912,-0.017811123549016785
